"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Romania","ROU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122216438083.728","110027411079.431","102668650854.785","106709085945.83","113273114041.075","122857291270.794","129638095709.188","125448316445.897","124782842970.128","125764117676.438","131305389719.829","144333042430.112","155640541699.479","162933595579.401","192697728159.59","204714801247.071","244602377941.352","285750981525.032","344668648640.162","338997246541.922","343980308056.545","360565719069.261","378487482607.958","395317006658.88","411273856235.864","428132962987.156","478200935450.909","531675322360.865","569590435296.888","625703644828.053","616109657205.029",
"Russian Federation","RUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1187861838265.52","1166054436844.48","1019326150452.28","953032494667.731","851031811041.719","832874933680.043","817526684921.467","843109809492.514","807029157570.942","870676186417.134","1000581025238.43","1074585972513.87","1167897269467.94","1338656016320.21","1473342751156.18","1696729209938.25","2133189651012.88","2377454045295.71","2878201315078.6","2768599517939.51","2927003701117.15","3259319197327.18","3480299219245.86","3741783381914.27","3763534951277.15","3526235948513.73","3538975998887.58","3807101264909.28","4211362904037.68","4283892110145.62","4133083560983.54",
"Rwanda","RWA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4046915724.82806","4078576833.71111","4416506081.71785","4154582723.66659","2111124100.93335","2914609341.14963","3346263952.90714","3877837229.99656","4268874304.05835","4518967353.9365","5006723106.67392","5550658114.24349","6382285632.4202","6643982367.88683","7330996663.39397","8268261502.88468","9304482431.92914","10283743045.1187","11653895063.5629","12476455357.4564","13547605683.3363","14931297606.396","15704971170.7794","16685159010.3914","18916130212.6089","20516047508.4757","21965081417.0531","23665375199.0851","26312677787.8914","29316196686.7262","28675688299.991",
"South Asia","SAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410037696480.05","1486329166873.36","1607910856318.99","1717362329357.27","1859754965357.76","2030223917163.64","2208728109111.65","2331992800734.67","2488897368423.86","2719547760826.4","2893392827659.64","3089559750325.18","3251670881750.39","3554784590048.65","3927148886115.7","4356537115755.4","4831943068242.15","5322183577367.77","5599089142638.25","6039034875289.21","6571091928385.96","7048797328731.48","7698345358322.23","8115578997724.47","8524714304088.59","8997144276155.74","9667844526387.18","10352072941892.8","11283286860774.5","11945599074817.5","11325580387239.9",
"Saudi Arabia","SAU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520572872295.365","618946426092.136","658294849348.661","664708437462.01","682695945883.313","698489703002.371","730038264997.722","751294684384.332","781733000111.398","763176096022.208","824128263723.029","832007957772.08","821341582005.739","930645164263.937","1031758941663.34","1123197697644.56","1189455013316.06","1243968072371.53","1347422313490.73","1329736076668.46","1413023526509.85","1586748761440.38","1672470748662.26","1680157969499.48","1722861781928.91","1541832118112.29","1475671785716.99","1565891922036.52","1642519382454.66","1677381920340.44","1627982400136.7",
"Sudan","SDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28969838151.2735","32199011356.0079","35099071750.3535","37572637998.3924","38761112834.1187","41947177901.7332","45243584249.75","50918873064.5167","53710509238.1791","56177280522.8809","61077738419.3848","66474791125.2858","71866362772.3108","78862787221.2568","84130873683.6166","93248962221.9419","105739734563.745","121090711566.033","133077303706.11","138438870878.63","144910879518.932","147913060301.973","135767291805.614","137785894475.718","170929049621.108","170380290114.785","179463797715.121","176631511784.439","185968378988.088","186777431333.292","186086737334.107",
"Senegal","SEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11686096426.6036","12402650207.4503","12852770945.599","13336394274.9418","13614709884.6577","14660340894.4208","15230324716.7775","15974817650.706","17107494252.6593","18444929139.2922","19590282317.9705","20883012159.9331","21227904753.2173","22831658339.9567","24535017266.5619","26389727744.8728","27822032731.6655","29377101408.4643","31057569224.0691","32155589440.4173","33633348478.6754","34793989168.2758","36713666049.6607","37797219083.6145","40124398370.99","43317631004.2569","46119109741.5674","49402166472.861","53729452837.9881","57096219876.2452","58290810154.2237",
"Singapore","SGP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72583218103.9922","80056715240.1844","87317789254.0625","99633807155.306","113054534233.087","123736835695.841","135416536293.511","149306016233.798","147671762067.489","158378637291.194","176555260886.955","178499066149.368","188420566534.403","200624771257.025","226256929165.23","250473673662.082","281291609939.514","314908127715.272","327031199674.358","329922989546.628","382249269336.188","414966621180.859","435964936235.077","448140098629.224","461771555846.862","481405402043.147","501388381069.58","535130768667.215","567144561807.731","585034474549.946","560199565882.643",
"Solomon Islands","SLB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427068921.955894","468002057.038894","539479237.993616","574353288.004577","634147770.505887","712789624.741472","737512491.580049","743816336.229065","761956817.958363","769199118.934762","674135495.111153","634060673.015832","626077733.240387","679323467.53893","744018624.520993","809700386.351899","874771931.333978","938273588.611422","1012070713.89679","1045858302.00826","1149213946.67147","1258537023.05926","1306537562.62904","1400340707.25936","1441238170.33636","1475564398.5544","1578718247.95047","1694345445.46434","1803460128.9931","1857756824.47658","1799083929.0481",
"Sierra Leone","SLE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3351755314.20052","3546601561.79011","2937746311.80183","3048718811.15732","3053183796.0014","2867837237.43858","2971564076.09482","2846936445.08696","2930369487.02821","2913840472.49894","3177161972.51886","3040823196.6813","3904932067.97406","4347875138.85169","4759522724.64317","5128879257.96306","5507285056.94803","6110932421.22898","6566100374.82165","6827083515.21472","7275897099.73723","7896957783.01499","9435032175.55611","11988314917.5541","12544191365.3844","11379594527.5419","11701373301.6946","12300546132.4661","13029954427.7497","14005326264.668","13868437863.9585",
"El Salvador","SLV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15357128890.6022","16113721795.0335","17637578994.7214","19106350154.4928","20429532698.8332","21845533784.9951","22427415751.4463","23544113486.2673","24441042404.4381","25329599877.9672","26187438494.1152","26996627088.9966","27857179879.7753","28817789711.2183","29857241630.6425","31620833108.7362","33992561576.0518","35555144699.5493","37178587182.1415","36680515300.2635","37889089061.1879","40156356628.9882","40803596215.3192","43092741448.6954","45533840680.1017","48056303342.8848","51094632264.7785","54005555164.8725","56636313181.3924","59166449608.7896","55126019899.3609",
"San Marino","SMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1147355401.48703","1246890390.84638","1379357764.76292","1440926413.75337","1554674946.53331","1584174584.01895","1676088180.67272","1799507282.58685","1900560234.00086","2033070987.69927","2236105202.49589","2268180980.3412","2049589837.84752","1959977347.08304","1834547471.48532","1748023888.7721","1740502670.69306","1825987815.79293","1850298479.64329","1924933739.58333","1982111206.95374","2061055359.75184","2147665958.107","",
"Somalia","SOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9015319104.00028","9863865557.87267","11345820907.6844","12230094634.8577","12655433779.5175","13320942913.2027","13951393280.4398","13909262225.5659",
"Serbia","SRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36789247827.0307","39809550837.9665","43441943808.4883","45398568962.1424","41713828407.1678","45261323632.4306","48658005921.7441","54159268735.999","57136193225.8101","63291490985.4772","68319005897.1462","75564895165.311","82840648140.8004","92848315987.2635","91826152272.846","93389129274.1241","99446412471.6906","100311366290.817","104804314977.664","104531437723.919","105922776066.958","111931121844.009","116623590602.224","123843512042.109","131472448450.853","132849500138.246",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","864802888299.331","898482968011.529","917659011322.082","933029922736.196","962969651852.667","1017121843404.36","1089388747998.03","1149190068645.99","1191555696356.87","1236858146024.1","1308279841361.69","1396710478129.94","1509168190319.17","1604904893213.95","1757028143551.16","1925013056553.99","2107774683053.44","2306671583988.2","2481951094215.76","2588182912553.29","2770255076130.88","2962004711197.15","3060720549481.35","3302331466831.41","3548590731062.87","3658853769757.57","3780649615775.86","3959952825529.82","4177138541269.15","4370162941740.61","4343879055904.46",
"South Sudan","SSD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25429212283.7067","26914895403.4404","28724297425.5037","27963579014.1695","15364070621.5654","21737660650.4627","15784928984.8425","13230895757.7817","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865425923688.301","899145095828.724","918385532028.808","933820420875.85","963770399306.676","1017932195762.1","1090254488466.94","1150177654429.24","1192639029480.25","1237977636530.07","1309441434485.68","1397869833038.13","1510359564451.64","1606045649222.33","1758164935193.97","1926291235316.35","2109215918486.14","2308306453030.1","2483580492319.71","2589806423646.26","2771995316898.71","2963921554888.54","3062624401993.6","3304342968321.29","3550772653705.39","3661101457142.71","3783080897508.68","3962563996906.65","4179847691748.78","4372963098462.32","4346408069687.14",
"Small states","SST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","303498123271.124","322981291123.871","343630850509.237","367241083413.766","408923154007.431","443479987081.042","505698618384.998","567497823809.988","622411069638.186","640689254435.458","699474759074.058","763900593064.425","809180504387.695","834993831998.702","847848851160.016","755306205369.623","753711210391.607","817941503985.249","855607460327.459","887647705773.95","846414514180.847",
"Sao Tome and Principe","STP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266621132.768564","277275947.330618","300990382.673791","320938844.227389","354411748.489614","398421552.94882","422435555.313892","465906445.078189","480848666.316367","518907739.806382","553046576.228346","556654533.377984","637514713.07661","747127208.965568","765345672.333273","790433671.731358","818599649.86904","862942909.446701","897766750.482715","936715821.724424",
"Suriname","SUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2679190437.57328","2844578689.84454","2921041705.03621","2789931577.53185","2946391711.46388","3008174620.64554","3093885879.63301","3328714608.45156","3443602151.73218","3444414506.22893","3595363147.48465","3828542195.50677","3997995512.65611","4328793310.12551","4823186977.43851","5197230696.72692","5664725377.09647","6114225614.67685","6491420321.25137","6738030907.96694","7168881186.80685","7746725931.88615","8543650775.38909","9202825864.07952","9550173377.41946","9622881717.90609","8508517023.72891","10430862509.8543","11209845468.608","11535292911.6478","9982140930.27418",
"Slovak Republic","SVK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37977539740.6749","39689118616.9794","43052224003.891","46523429152.4083","50425469001.3938","54277679138.166","57261277594.5709","57813914070.6221","61331794601.5892","66651399046.9375","71578545706.9555","76121880901.2147","81732391549.0764","89400253225.0781","101490308604.85","113923817940.787","127626916993.841","124412868023.852","135914379623.004","140804745984.949","145826860796.524","151588523468.615","157123843250.682","162278280045.896","161074056924.367","163600379913.754","171600861492.845","177571704396.534","173767535169.031",
"Slovenia","SVN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27051740169.5215","28383960762.9632","30340408689.5315","31815882897.8755","33876856910.2429","35818671641.8194","37762270053.6765","40372330211.9372","42091249560.4074","45416225981.4937","47716592229.5885","51548470106.4701","55572386715.2778","59839628015.0018","56209189147.2868","57049211421.794","59391587736.5899","59745699109.9106","61744411905.6854","63653371400.3498","65265868522.9918","70079356305.4272","75438769514.6355","80709830518.0188","86035986467.9642","84266002137.2702",
"Sweden","SWE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174392549962.389","178223991673.424","180173606132.976","180632561225.411","191740155976.721","203464168436.742","211081112690.152","219357402618.164","229123316140.699","243339601758.025","262890889218.525","266349884757.256","276017763557.301","284711117130.166","304256144182.156","309212862460.073","342150659849.962","373749871956.36","388684182888.548","374814887607.709","396283612649.561","421515976518.429","432488311645.095","444616519268.393","457507742235.106","481170737701.317","500423685300.432","522476835542.435","544916414577.917","568811759453.996","568545273580.076",
"Eswatini","SWZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2891864998.09125","3042290261.53179","3212008669.88673","3390277695.35515","3545802605.16173","3794850610.63562","4012802856.57544","4211294336.39725","4369591364.96074","4563482524.98294","4747618880.57971","4902928958.67007","5198631707.57053","5500639356.92077","5853433302.86995","6397836393.59284","6986418577.59741","7492291246.94123","7700785084.13435","7880931859.11947","8275231608.28026","8637941299.35267","8922130160.04144","9465059127.18132","9632880507.98889","9728496264.4692","9698248002.45773","9457434167.51664","9914184044.05826","10317604925.1867","10271633004.0714",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116655944.50158","1165817085.51578","1244917732.92047","1138909192.13978","1188933090.17275","1464385642.4445","1483574423.47396","1528016143.55453","1538327625.27772","1471295250.68563","","",
"Seychelles","SYC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","622818606.582","661654701.709458","725197243.413162","788389995.790663","798794151.057666","808810594.068191","864121361.512927","984783938.290986","1079554629.3186","1115642393.96237","1157854574.53423","1156377688.45991","1188915593.95741","1139702074.97216","1137023982.61594","1278028919.71255","1440555617.15432","1633412360.89541","1629434661.36576","1623710104.68934","1740448419.06407","1916946267.35322","1904257550.36249","2012104370.57584","2182546758.07671","2248333254.81639","2431429643.23218","2611017882.33862","2709204576.83036","2800376562.55724","2530446746.39662",
"Syrian Arab Republic","SYR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","708658007.509152","660016719.545391","698811703.388272","779221758.655741","867052547.840005","963419197.315149","1004380845.71015","1086204293.03199","1164462643.90237","862711469.524303",
"Chad","TCD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4161958604.03725","4669947989.18592","5158550609.05127","4451216652.77593","5007119167.30193","5175327289.84297","5386790500.00222","5793097281.55075","6265544163.33509","6312604307.93638","6396948802.84862","7299383800.84389","8044452609.40937","9400116440.03388","12899493839.6633","15606758922.4824","16183285767.7142","17161672216.8038","18029572665.5953","18933250752.0233","21749239338.6399","22221960066.2343","22127764664.7183","20743635470.8357","22915027717.8257","25682812590.799","24238063013.9389","23832085166.556","24983656077.0027","26255399265.3949","26336868683.8288",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2316189385738.91","2578437693344.49","2907020285613.7","3285258593655.51","3698978331215.74","4137330249048.28","4582567331687.21","4976909966819.11","5071329410580.43","5443542566180.56","5972971738992.95","6498856474123.9","7106069137480.97","7853051141957.39","8765965826382.52","9889023595256.02","11247152672688","12905180782388.4","14235681349344.8","15406547761744.4","17079105514597.9","18873976896861.9","20613432607577.6","21963127399689.5","23154599849806.6","23992698518714.7","25231605761309.1","26806621539929.3","29203460407074.5","31397916548551","32006805089567.9",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2941224200348.42","2874994849235.02","2691756780734.1","2633629057842.86","2442395778336.36","2482087532911.56","2544794123689.64","2667921612810.91","2508190915448.71","2597554857306.78","2874773855686.94","3037431174055.83","3250247497959.26","3555050310632","3969554143438.39","4414963143350.47","5221686593812.78","5830086021796.76","6668380538996.39","6529754841018.96","7011894537055.12","7735413185893.44","8214423721136.04","8847223563700.2","9102922562195.26","9047424256366.71","9363776775026.59","10006859955359.7","10703516078140","11034761212979.1","10925092752324.6",
"Togo","TGO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3143793768.77057","3227359668.62662","3169509479.82404","2754832720.92996","3235214282.29318","3562205554.2408","3947955642.72443","4596313992.42234","4541147112.89109","4721039505.02894","4788761887.14159","4934097247.95711","5203938767.76389","5656788985.32239","5752230274.96677","5654631633.60044","5980142491.67271","6068624172.19955","6437984956.23199","6846312814.51499","7348529660.84146","7982028402.80886","8312518982.11561","8869531772.51289","9481974532.77998","10232891545.4997","14675975035.1706","15491186678.2794","16652510155.7841","17875227517.7672","18408860458.1763",
"Thailand","THA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243704776936.44","273508510873.185","302354117466.155","335062344296.83","369584550527.563","407975112537.678","438925726760.179","434472177806.373","405821181526.014","430503738812.986","459736308910.292","486002062027.422","524046605908.762","572153296151.954","624510338823.675","670930337815.91","725573263905.125","785559554134.532","814659803934.076","815201282465.631","886663383108.202","912789677004.354","1008787036643.55","1049947947719.55","1059446245268.47","1087226612256.61","1146040786539.43","1205839343826.68","1286523956730.17","1339169089346.25","1272884702587.03",
"Tajikistan","TJK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13948810420.6192","13396668717.9765","9728396272.62129","8325717579.94049","6692260120.44069","5984233759.00089","5076138124.45997","5253746792.58045","5595145003.02051","5885911735.25959","6518405161.84762","7299597562.71462","8215886644.11309","9288994386.48534","10521598322.1914","11576245665.9998","12761426591.0837","14126364377.612","15538830641.537","16267925440.6113","17527224069.2688","19217458989.9627","21658600564.2581","24403521790.6658","27259901285.7814","26633770683.0253","26986131282.0443","28886920271.4198","31828606812.966","34794158439.6855","36800318770.8894",
"Turkmenistan","TKM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20015657183.189","19739593096.7486","17167891730.0454","17838451532.9604","15067451073.3806","14275789426.5528","15511164098.4793","13988637086.1727","15150453923.9315","17905114091.9474","19306511215.6438","20587025239.2104","20966446359.9669","22053898151.24","23780109940.1755","27716902358.5036","31689174536.7677","36139178210.2943","42257926347.9712","45177464551.8191","49908653556.3434","58441023273.0774","63516102657.5469","68363227534.6331","73746160882.6569","76192141990.1124","78493347164.3458","81787812382.0508","88944116645.1711","96235413857.3095","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2634651039307.69","2828673865710.73","2980445969175.66","3120987589390.47","3339537265449.08","3455310366839.88","3648085628116.76","3908370600292.67","4044482020289.35","4101452126899.46","4348417583808.54","4470556732394.01","4553582527488.51","4733600596695.99","5159716508951.38","5564546625908.88","6116662442574.79","6637201478955.67","7062738823434.05","7033125483602.47","7564506374222.87","8159643030862.46","8420319597725.36","8803457902236.7","9091604302540.63","9061702421335.08","9315173515351.88","9803014905268.91","10193393166871.2","10503122190383.6","9930938588615.59",
"Timor-Leste","TLS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1121540604.75074","1333508289.44504","1263833610.78101","1259211678.92719","1298284823.41754","1379130830.69432","1362523061.52874","1542238190.70595","1750464968.8129","1940007616.39462","2148274387.972","2320464427.86681","2628628546.42983","2863826500.20734","3195418870.71745","3484488837.77105","3817071925.88528","3910653344.65354","3962343377.76159","4788211423.53599","4424466677.8727",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1033920751703.32","1141221913960.8","1221639507744.75","1285132487392.1","1331486913294.2","1396635975198.17","1506734578146.21","1586095820307.71","1712606078238.39","1814952479165.61","1976699127708.09","2066481872956.34","2163212485308.39","2240948065696.64","2486726628234.68","2672902723201.46","2895265285014.25","3155777473636.1","3334619794113.09","3446318009141.79","3668985675126.56","3719159486998.09","3884935452270.76","3917484306541.29","3862254830025.89","3677863617466.98","3723329594222.57","3905349293912.91","4011343260228.33","4098777784600.55","4044900873660.58",
"Tonga","TON","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211476125.975929","232652599.47768","238554131.134386","253337329.665247","271561663.083581","297713477.92481","308638246.016355","318000765.826021","329486805.091344","346647342.218725","357501033.436557","379038972.501128","403700991.227731","420688742.250552","421599997.578106","435084875.18965","447585173.910244","460854537.20068","492135953.318173","470106006.788689","479405189.692076","522789476.016376","537201410.028576","548336007.479678","569753301.326074","581920852.517635","626665875.334549","659659610.60098","677524470.531587","694681321.766556","",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410037696480.05","1486329166873.36","1607910856318.99","1717362329357.27","1859754965357.76","2030223917163.64","2208728109111.65","2331992800734.67","2488897368423.86","2719547760826.4","2893392827659.64","3089559750325.18","3251670881750.39","3554784590048.65","3927148886115.7","4356537115755.4","4831943068242.15","5322183577367.77","5599089142638.25","6039034875289.21","6571091928385.96","7048797328731.48","7698345358322.23","8115578997724.47","8524714304088.59","8997144276155.74","9667844526387.18","10352072941892.8","11283286860774.5","11945599074817.5","11325580387239.9",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865425923688.3","899145095828.723","918385532028.807","933820420875.85","963770399306.676","1017932195762.1","1090254488466.94","1150177654429.24","1192639029480.25","1237977636530.07","1309441434485.68","1397869833038.13","1510359564451.63","1606045649222.33","1758164935193.97","1926291235316.35","2109215918486.14","2308306453030.1","2483580492319.71","2589806423646.26","2771995316898.71","2963921554888.54","3062624401993.6","3304342968321.29","3550772653705.39","3661101457142.71","3783080897508.68","3962563996906.65","4179847691748.78","4372963098462.32","4346408069687.14",
"Trinidad and Tobago","TTO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8615418273.36366","9183986222.90918","10341342963.6509","10515632291.1647","11123307413.6588","11789226899.7177","12861583858.3229","14076430151.7184","15391383818.2531","16866568502.1044","18433660293.0865","19623254953.7092","21515724140.0159","25080076590.9921","27802843914.6099","30448919825.5049","35513782835.9398","38201536928.0892","40265505814.1182","38790636866.3214","40546766248.0083","41271904854.1059","40429583658.4053","40692077547.4007","40459460682.7715","37543299885.6908","36353531702.6126","36459762017.8677","37359813803.2426","37552767373.0027","35030928454.3835",
"Tunisia","TUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29767932484.6495","31976221685.7817","35257789348.7385","36883904991.4296","38868888927.2618","40617165995.4178","44316533262.2063","47563340946.0819","50399602512.0823","54222843313.1327","58045953685.9429","61571064296.3174","63372165619.1325","67584401228.7962","73731799596.5424","78679271076.2775","85311148088.8415","93480574663.0517","99337453942.4953","103141086864.336","108006590716.846","108148240482.921","110825239298.437","112067576460.87","115566923385.69","114133319254.635","117101203556.428","121254981527.712","127473574603.88","131102794562.423","121279005197.408",
"Turkey","TUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458849094033.858","478834581135.413","519113174022.797","574167160166.75","554454650265.61","606769623281","659963766816.877","722051785240.737","558243127943.698","546531228972.082","609198353155.15","595977284449.929","612446571084.024","640401373785.104","735154823606.574","815102819831.078","944033640633.36","1041497815201.37","1139547816150.73","1113289461626.19","1269742921922.08","1454111481655.52","1550688774591.71","1703669566586.39","1860471150579.8","2022398639513.72","2116397789617.2","2264269908091.15","2300825497592.85","2279166087298.75","2371568433934.68",
"Tuvalu","TUV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13742273.4053607","14719758.5494137","15475078.3301427","16493101.3987161","18577583.1301184","18017938.1433357","17254059.7442012","19319416.3721693","22565312.0421989","22533141.5973227","22813268.449394","23694630.7691774","25967580.3911648","25568108.5654111","25901421.4416114","25698736.5965312","27042747.5286992","29532691.6513663","32510673.048356","31306381.7317564","30806737.5013667","33814047.7894768","33140653.3073037","35265651.51418","36402184.4892923","40108842.1716891","41759646.8215979","44286546.3948485","46483604.4601299","51929349.4095432","54870931.8532573",
"Tanzania","TZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23500099963.1093","24798203059.2389","25511535431.6814","26431155357.7353","27418771784.003","28993067205.8851","30865596212.2648","32525079487.7197","34110928221.6106","36286486355.3955","38774766850.3183","42030836128.8298","45724151067.3545","49681029979.9983","54846886030.0393","60783592304.6069","66713703039.1779","73142659659.3867","78805479101.9635","83590251689.0043","89922723443.2098","98844247427.9209","95918398737.8334","103321878143.669","108827352196.003","117377411172.355","127683437546.462","134274523119.768","144985174017.676","156119901515.856","161177280300.472",
"Uganda","UGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11653500290.8834","12716728752.598","13451141266.5425","14916507725.9269","16210634730.5954","18457716526.8393","20500836229.8979","21931664318.5188","23266424453.6011","25503266665.3016","26892587281.8008","28907053500.9707","31928586151.7144","34626733179.4005","37979539554.5353","41642576215.2968","47529719414.4965","52912310941.9048","58639158667.7952","63104952041.8141","67439350053.5451","75314068909.771","69298256480.169","71589850731.5024","76755309090.6037","81022823435.2054","82608682789.5908","85406362066.3514","92846591594.6698","100933462913.801","105075251130.042",
